0,0,0,-0.0002,0
0.0008,0.0777,7.4369,-0.0018,-0.0016
0.0027,0.1924,11.5569,-0.0063,-0.0061
0.0059,0.3178,12.64,-0.0146,-0.0143
0.0103,0.4436,12.6733,-0.0269,-0.0267
0.0159,0.5693,12.67,-0.0432,-0.043
0.0228,0.6951,12.6662,-0.0635,-0.0633
0.031,0.8209,12.6618,-0.0879,-0.0876
0.0405,0.9472,12.539,-0.1164,-0.1161
0.0512,1.0745,12.8166,-0.1488,-0.1486
0.0633,1.2001,12.5042,-0.1852,-0.1849
0.0764,1.3272,12.7817,-0.2254,-0.2252
0.091,1.4527,12.5004,-0.2695,-0.2693
0.1068,1.5797,12.752,-0.3175,-0.3172
0.1239,1.7052,12.4916,-0.3692,-0.369
0.1422,1.8321,12.7241,-0.4246,-0.4244
0.1617,1.9576,12.5552,-0.4836,-0.4834
0.1826,2.0835,12.5813,-0.5462,-0.546
0.2047,2.2094,12.5707,-0.6125,-0.6122
0.228,2.3354,12.6302,-0.682,-0.6818
0.2526,2.4605,12.5093,-0.755,-0.7547
0.2785,2.5861,12.5336,-0.8313,-0.8311
0.3056,2.7118,12.5872,-0.9109,-0.9107
0.334,2.8367,12.4725,-0.9937,-0.9934
0.3636,2.9621,12.5579,-1.0795,-1.0793
0.3945,3.0868,12.4467,-1.1684,-1.1682
0.4265,3.2122,12.5896,-1.2601,-1.2599
0.46,3.3358,12.3263,-1.3548,-1.3545
0.4945,3.4615,12.5925,-1.4523,-1.4521
0.5304,3.5852,12.3597,-1.5525,-1.5523
0.5675,3.71,12.471,-1.6554,-1.6552
0.6059,3.8343,12.4232,-1.7609,-1.7607
0.6454,3.9585,12.4637,-1.8687,-1.8685
0.6862,4.0817,12.3083,-1.9789,-1.9787
0.7283,4.206,12.4151,-2.0916,-2.0914
0.7715,4.3299,12.4211,-2.2065,-2.2063
0.8161,4.4529,12.2725,-2.3237,-2.3235
0.8619,4.5772,12.4263,-2.4431,-2.4429
0.909,4.7003,12.2993,-2.5644,-2.5642
0.9572,4.8239,12.3683,-2.6877,-2.6875
1.0066,4.9467,12.2758,-2.8129,-2.8127
1.0573,5.07,12.3439,-2.94,-2.9398
1.1093,5.1926,12.254,-3.0689,-3.0686
1.1624,5.3158,12.3212,-3.1995,-3.1993
1.2167,5.4384,12.2798,-3.3317,-3.3315
1.2724,5.5608,12.2241,-3.4656,-3.4653
1.3292,5.6837,12.2903,-3.6011,-3.6009
1.3873,5.8062,12.251,-3.7381,-3.7379
1.4465,5.9285,12.2422,-3.8765,-3.8763
1.507,6.0508,12.2338,-4.0163,-4.0161
1.5688,6.1728,12.1832,-4.1576,-4.1574
1.6317,6.2956,12.2904,-4.3003,-4.3001
1.6959,6.4174,12.1831,-4.4441,-4.4439
1.7612,6.5394,12.2054,-4.5892,-4.589
1.8279,6.6614,12.1995,-4.7356,-4.7354
1.8957,6.7835,12.1942,-4.8832,-4.883
1.9649,6.9055,12.1893,-5.0321,-5.0319
2.0351,7.0277,12.2249,-5.1821,-5.1818
2.1066,7.1492,12.1533,-5.333,-5.3328
2.1792,7.2712,12.2166,-5.4851,-5.4848
2.2532,7.3925,12.1084,-5.6383,-5.6381
2.3284,7.5148,12.2373,-5.7927,-5.7925
2.4047,7.6365,12.1816,-5.948,-5.9478
2.4823,7.7579,12.1419,-6.1043,-6.1041
2.5611,7.8797,12.1674,-6.2618,-6.2616
2.6411,8.0017,12.2043,-6.4203,-6.4201
2.7224,8.1232,12.1411,-6.5799,-6.5797
2.8048,8.2452,12.2043,-6.7405,-6.7403
2.8885,8.3667,12.143,-6.9022,-6.902
2.9734,8.4887,12.2064,-7.065,-7.0647
3.0594,8.6104,12.1828,-7.2286,-7.2284
3.1468,8.7317,12.1142,-7.3936,-7.3933
3.2353,8.8543,12.274,-7.5596,-7.5594
3.325,8.9756,12.1319,-7.7266,-7.7264
3.416,9.0976,12.186,-7.895,-7.8947
3.5082,9.2198,12.2256,-8.0645,-8.0643
3.6017,9.3416,12.1717,-8.2352,-8.235
3.6963,9.4639,12.2365,-8.4072,-8.407
3.7921,9.586,12.2185,-8.5804,-8.5801
3.8893,9.7077,12.1578,-8.755,-8.7547
3.9874,9.8307,12.3155,-8.9309,-8.9307
4.087,9.9523,12.1504,-9.1082,-9.108
4.1878,10.0752,12.2987,-9.2871,-9.2869
4.2898,10.1976,12.2272,-9.4675,-9.4673
4.3929,10.3204,12.2948,-9.6495,-9.6493
4.4974,10.4427,12.2161,-9.8332,-9.8329
4.6031,10.5661,12.3418,-10.0186,-10.0184
4.71,10.6888,12.2741,-10.2058,-10.2056
4.8181,10.812,12.3116,-10.3949,-10.3946
4.9275,10.9352,12.3263,-10.5859,-10.5857
5.038,11.0587,12.3419,-10.779,-10.7788
5.1499,11.1822,12.3584,-10.9743,-10.9741
5.2629,11.3059,12.376,-11.1718,-11.1715
5.3772,11.4296,12.3624,-11.3717,-11.3714
5.4928,11.554,12.4384,-11.5741,-11.5739
5.6095,11.6783,12.4358,-11.779,-11.7788
5.7275,11.8026,12.4259,-11.9867,-11.9865
5.8467,11.9275,12.5061,-12.1972,-12.197
5.9673,12.0521,12.4429,-12.4108,-12.4106
6.0891,12.1778,12.5828,-12.6276,-12.6274
6.212,12.3031,12.5309,-12.8477,-12.8474
6.3358,12.3678,6.4657,-13.0708,-13.0706
6.4594,12.3714,0.3649,-13.2959,-13.2957
6.5833,12.3736,0.2186,-13.5227,-13.5224
6.7071,12.3771,0.3433,-13.7512,-13.751
6.8308,12.38,0.2952,-13.9816,-13.9814
6.9546,12.3835,0.3471,-14.214,-14.2138
7.0785,12.387,0.3493,-14.4487,-14.4485
7.2024,12.3913,0.4292,-14.6859,-14.6856
7.3264,12.3953,0.4075,-14.9256,-14.9254
7.4503,12.4002,0.4905,-15.1682,-15.1679
7.5745,12.4047,0.4435,-15.4138,-15.4135
7.6985,12.4105,0.5829,-15.6626,-15.6623
7.8228,12.4156,0.5108,-15.9147,-15.9145
7.9469,12.4222,0.6557,-16.1705,-16.1703
8.0711,12.428,0.5842,-16.4299,-16.4297
8.1955,12.4348,0.6785,-16.6937,-16.6935
8.3199,12.4423,0.7495,-16.9617,-16.9615
8.4445,12.4494,0.7078,-17.2344,-17.2342
8.569,12.4581,0.87,-17.512,-17.5118
8.6937,12.4661,0.8024,-17.7948,-17.7946
8.8185,12.4755,0.9429,-18.0832,-18.0829
8.9433,12.4852,0.9692,-18.3772,-18.3769
9.0682,12.4952,0.9964,-18.6773,-18.6771
9.1934,12.5058,1.057,-18.9842,-18.984
9.3183,12.5085,0.2715,-19.2979,-19.2977
9.4426,12.4192,-8.9175,-19.6175,-19.6173
9.5657,12.3075,-11.1672,-19.942,-19.9418
9.6876,12.1953,-11.2267,-20.2711,-20.2709
9.8084,12.0835,-11.1885,-20.6049,-20.6047
9.9281,11.9717,-11.1779,-20.9439,-20.9437
10.0468,11.8606,-11.1034,-21.2885,-21.2883
10.1642,11.7503,-11.0317,-21.6388,-21.6385
