0,0,0,0.0003
0.0004,0.0373,3.5934,0.0013
0.0012,0.0741,3.554,0.0036
0.0023,0.1208,4.9147,0.0074
0.004,0.1666,4.6197,0.0131
0.0061,0.2134,4.64,0.0207
0.0088,0.2609,4.6604,0.0305
0.0118,0.3073,4.7199,0.0421
0.0153,0.3539,4.6878,0.0555
0.0193,0.4005,4.6515,0.071
0.0237,0.4463,4.6765,0.0884
0.0287,0.4935,4.6659,0.108
0.034,0.5392,4.619,0.1297
0.04,0.5866,4.6721,0.1536
0.0462,0.6323,4.5998,0.1797
0.053,0.6788,4.6698,0.2079
0.0602,0.7248,4.6186,0.2383
0.068,0.7714,4.6159,0.2714
0.0761,0.8166,4.5509,0.3068
0.0848,0.8633,4.6441,0.3447
0.0939,0.9087,4.535,0.3853
0.1034,0.9543,4.565,0.4284
0.1134,0.9996,4.5493,0.4742
0.1239,1.0452,4.5517,0.5228
0.1347,1.0897,4.4696,0.5745
0.1461,1.1349,4.5183,0.6293
0.1579,1.1796,4.4524,0.6876
0.1701,1.2236,4.4043,0.7492
0.1828,1.268,4.4529,0.8141
0.1959,1.3118,4.3779,0.8829
0.2094,1.3552,4.3482,0.9555
0.2234,1.3983,4.3153,1.0323
0.2378,1.4416,4.3128,1.1135
0.2527,1.4834,4.1888,1.1995
0.2679,1.5252,4.1952,1.29
0.2836,1.5676,4.223,1.3859
0.2997,1.6074,3.9864,1.4874
0.3161,1.6481,4.0752,1.5945
0.333,1.6881,3.9986,1.7081
0.3503,1.7264,3.8263,1.8285
0.3679,1.7649,3.8481,1.956
0.386,1.8019,3.7004,2.0914
0.4043,1.8379,3.5988,2.2352
0.4231,1.8733,3.5374,2.3881
0.4421,1.9061,3.2922,2.5507
0.4615,1.9394,3.3238,2.7241
0.4812,1.9698,3.0305,2.9097
0.5012,1.9975,2.7783,3.108
0.5214,2.0251,2.7589,3.3202
0.5419,2.0488,2.3702,3.5484
0.5626,2.0696,2.0799,3.7938
0.5835,2.0885,1.8919,4.0587
0.6045,2.0997,1.1223,4.3459
0.6249,2.0446,-5.5283,4.6524
0.6447,1.9712,-7.321,4.9751
0.6636,1.8932,-7.8095,5.3132
0.6818,1.8182,-7.4991,5.6673
0.6991,1.7383,-7.9988,6.0392
0.7157,1.6582,-7.9973,6.43
0.7315,1.5736,-8.4644,6.8411
0.7463,1.4875,-8.6233,7.2735
0.7603,1.3998,-8.7737,7.7294
0.7734,1.3076,-9.2104,8.2116
0.7855,1.2105,-9.7221,8.7212
0.7966,1.1122,-9.83,9.2607
0.8067,1.0081,-10.4052,9.8334
0.8157,0.8989,-10.8988,10.4423
0.8235,0.7827,-11.6435,11.0897
0.8302,0.6654,-11.7034,11.7801
0.8355,0.534,-13.1569,12.5177
0.8396,0.4024,-13.1352,13.307
0.8421,0.254,-14.8687,14.1532
0.8431,0.1047,-14.9201,15.0621
0.8438,0.0653,-3.9363,16.0419
0.8462,0.2427,17.749,17.0985
0.8505,0.4324,18.9534,18.2422
0.857,0.6443,21.1874,19.4829
0.8657,0.8716,22.7497,20.8299
0.8769,1.1159,24.3965,22.2975
0.8908,1.3938,27.861,23.8977
0.9076,1.6811,28.7109,25.6463
0.9277,2.0076,32.6328,27.5634
0.9513,2.3632,35.5759,29.6631
0.9787,2.742,37.9015,31.962
1.0102,3.1468,40.4256,34.4812
1.0461,3.5857,43.864,37.2337
1.0864,4.0308,44.5017,40.225
1.1311,4.4804,45.0286,43.4536
1.1802,4.8942,41.3024,46.9143
1.2333,5.3109,41.6907,50.5923
1.29,5.6841,37.4013,54.4674
1.3502,6.0182,33.411,58.5348
1.4136,6.3233,30.4209,62.7838
1.4796,6.6008,27.7612,67.1763
1.5474,6.783,18.2225,71.6718
1.6164,6.9059,12.2893,76.238
1.6859,6.9522,4.6252,80.8315
1.7551,6.9191,-3.3054,85.4072
1.8231,6.8081,-11.111,89.9206
1.8894,6.6131,-19.4686,94.3374
1.9531,6.3859,-22.7674,98.615
2.0137,6.062,-32.375,102.7247
2.071,5.7257,-33.629,106.6509
2.1245,5.3474,-37.8346,110.3733
2.174,4.9424,-40.4462,113.8847
2.2192,4.5298,-41.3169,117.1664
2.2599,4.0726,-45.7193,120.2064
2.2962,3.6275,-44.5161,123.0063
2.3281,3.1891,-43.8478,125.5704
2.3558,2.7683,-42.003,127.9144
2.3797,2.3851,-38.3241,130.0523
2.3999,2.0223,-36.2953,131.9993
2.4168,1.6897,-33.2726,133.7753
2.4306,1.3854,-30.4206,135.3983
2.4417,1.1105,-27.5311,136.8825
2.4502,0.8531,-25.7461,138.2425
2.4564,0.62,-23.2868,139.4931
2.4605,0.4082,-21.1845,140.6439
2.4626,0.2086,-19.9492,141.7051
2.4629,0.0308,-17.7932,142.6856
2.4644,0.1444,11.3606,143.5933
2.4674,0.3019,15.7416,144.4362
2.4719,0.4478,14.6072,145.2192
2.4778,0.5895,14.1488,145.9488
2.4849,0.7172,12.7782,146.6296
2.4933,0.8421,12.497,147.265
2.503,0.9605,11.8267,147.8602
2.5137,1.071,11.0373,148.4185
2.5254,1.1765,10.5752,148.9415
2.5383,1.2817,10.5013,149.433
2.552,1.3769,9.5347,149.8955
2.5668,1.4742,9.7103,150.3309
2.5824,1.5629,8.8908,150.7412
2.5989,1.6537,9.0697,151.128
2.6163,1.738,8.4318,151.4934
2.6345,1.8221,8.4143,151.8381
2.6536,1.9034,8.126,152.164
2.6734,1.9827,7.9338,152.4722
2.694,2.0603,7.7594,152.7635
2.7153,2.1363,7.6013,153.0389
2.7375,2.2113,7.4981,153.2996
2.7603,2.2841,7.2747,153.5463
2.7839,2.3561,7.2088,153.7794
2.8081,2.4275,7.134,153.9998
2.8331,2.4975,6.9903,154.2082
2.8588,2.5662,6.874,154.405
2.8851,2.6347,6.8613,154.5906
2.9121,2.7022,6.7507,154.7655
2.9398,2.7691,6.6861,154.9302
2.9682,2.8356,6.6484,155.0852
2.9972,2.9008,6.5284,155.2306
3.0269,2.9669,6.5923,155.3667
3.0572,3.031,6.4247,155.4937
3.0882,3.0962,6.508,155.6119
3.1198,3.16,6.384,155.7216
3.152,3.2242,6.4151,155.8227
3.1849,3.2879,6.3763,155.9154
3.2184,3.3517,6.3704,155.9999
3.2526,3.4151,6.3396,156.0762
3.2873,3.4785,6.3524,156.1443
3.3228,3.5422,6.3611,156.2042
3.3588,3.6055,6.3413,156.2559
3.3955,3.6693,6.378,156.2994
3.4328,3.7331,6.3806,156.3344
3.4708,3.7972,6.4134,156.3608
3.5094,3.8616,6.4413,156.3786
3.5487,3.9265,6.4785,156.3873
3.5883,3.9689,4.2486,156.3868
3.6278,3.9395,-2.9339,156.3769
3.6668,3.9046,-3.4971,156.3579
3.7055,3.8692,-3.5461,156.3301
3.7438,3.8334,-3.5738,156.2936
3.7818,3.7974,-3.596,156.2487
3.8194,3.7611,-3.6265,156.1954
3.8567,3.7248,-3.6337,156.1338
3.8936,3.6884,-3.6413,156.064
3.93,3.652,-3.6433,155.986
3.9663,3.6153,-3.6631,155.8998
4.0021,3.5793,-3.6035,155.8051
4.0374,3.5432,-3.6171,155.7023
4.0725,3.5069,-3.6313,155.591
4.1073,3.4711,-3.5732,155.4709
4.1416,3.4361,-3.5037,155.3421
4.1756,3.4006,-3.5534,155.2043
4.2092,3.3659,-3.4692,155.0572
4.2426,3.3316,-3.4234,154.9004
4.2755,3.2982,-3.3435,154.7339
4.3082,3.2644,-3.3729,154.5571
4.3405,3.2326,-3.1842,154.3698
4.3725,3.2001,-3.2448,154.1715
4.4042,3.1695,-3.0604,153.9615
4.4356,3.1395,-3.0081,153.7397
4.4667,3.1099,-2.9539,153.5052
4.4975,3.0823,-2.7604,153.2575
4.5281,3.0544,-2.7841,152.9956
4.5584,3.0299,-2.4584,152.7187
4.5884,3.0058,-2.4135,152.4267
4.6182,2.982,-2.3766,152.1181
4.6479,2.9617,-2.0303,151.7915
4.6773,2.9427,-1.8991,151.4462
4.7066,2.9258,-1.6896,151.081
4.7356,2.9112,-1.4581,150.6947
