0,0,0,-0.0002,0
0.0008,0.0728,6.9631,-0.0018,-0.0016
0.0025,0.1775,10.5545,-0.0063,-0.0061
0.0054,0.2903,11.3637,-0.0146,-0.0143
0.0094,0.4026,11.3253,-0.0269,-0.0267
0.0145,0.5151,11.3268,-0.0432,-0.043
0.0207,0.6275,11.3293,-0.0635,-0.0633
0.0281,0.7401,11.3326,-0.0879,-0.0876
0.0367,0.8539,11.2914,-0.1164,-0.1161
0.0463,0.9667,11.3596,-0.1488,-0.1486
0.0572,1.0808,11.3527,-0.1852,-0.1849
0.069,1.1936,11.3508,-0.2254,-0.2252
0.0822,1.3078,11.376,-0.2695,-0.2693
0.0963,1.4209,11.3527,-0.3175,-0.3172
0.1117,1.5354,11.3988,-0.3692,-0.369
0.1282,1.6488,11.3612,-0.4246,-0.4244
0.1458,1.7629,11.428,-0.4836,-0.4834
0.1646,1.877,11.4016,-0.5462,-0.546
0.1845,1.9914,11.4118,-0.6125,-0.6122
0.2055,2.1053,11.4223,-0.682,-0.6818
0.2277,2.2199,11.4655,-0.755,-0.7547
0.2511,2.3346,11.4416,-0.8313,-0.8311
0.2756,2.4489,11.4493,-0.9109,-0.9107
0.3012,2.564,11.4979,-0.9937,-0.9934
0.328,2.6786,11.4692,-1.0795,-1.0793
0.356,2.794,11.5204,-1.1684,-1.1682
0.385,2.9084,11.4828,-1.2601,-1.2599
0.4153,3.0246,11.5847,-1.3548,-1.3545
0.4466,3.139,11.4705,-1.4523,-1.4521
0.4792,3.2552,11.6003,-1.5525,-1.5523
0.5129,3.3706,11.5357,-1.6554,-1.6552
0.5478,3.4865,11.5802,-1.7609,-1.7607
0.5837,3.6019,11.5802,-1.8687,-1.8685
0.6209,3.7184,11.6456,-1.9789,-1.9787
0.6593,3.8344,11.5809,-2.0916,-2.0914
0.6987,3.9503,11.6125,-2.2065,-2.2063
0.7395,4.0673,11.679,-2.3237,-2.3235
0.7813,4.1833,11.6019,-2.4431,-2.4429
0.8244,4.3003,11.688,-2.5644,-2.5642
0.8685,4.4167,11.6538,-2.6877,-2.6875
0.9139,4.5339,11.7076,-2.8129,-2.8127
0.9603,4.6505,11.6731,-2.94,-2.9398
1.008,4.7678,11.7263,-3.0689,-3.0686
1.0569,4.8847,11.6915,-3.1995,-3.1993
1.1068,5.0019,11.7304,-3.3317,-3.3315
1.158,5.1195,11.752,-3.4656,-3.4653
1.2104,5.2366,11.7168,-3.6011,-3.6009
1.2639,5.3542,11.7541,-3.7381,-3.7379
1.3186,5.4717,11.7612,-3.8765,-3.8763
1.3745,5.5893,11.7679,-4.0163,-4.0161
1.4317,5.7074,11.7881,-4.1576,-4.1574
1.4899,5.8247,11.7382,-4.3003,-4.3001
1.5493,5.9428,11.8147,-4.4441,-4.4439
1.6099,6.0607,11.7913,-4.5892,-4.589
1.6717,6.1787,11.7963,-4.7356,-4.7354
1.7347,6.2967,11.8008,-4.8832,-4.883
1.7989,6.4149,11.8049,-5.0321,-5.0319
1.8642,6.5328,11.7947,-5.1821,-5.1818
1.9307,6.6512,11.8389,-5.333,-5.3328
1.9983,6.769,11.8005,-5.4851,-5.4848
2.0673,6.8878,11.8573,-5.6383,-5.6381
2.1373,7.0056,11.7784,-5.7927,-5.7925
2.2085,7.1238,11.8329,-5.948,-5.9478
2.2809,7.2422,11.8475,-6.1043,-6.1041
2.3546,7.3605,11.8219,-6.2618,-6.2616
2.4293,7.4786,11.8084,-6.4203,-6.4201
2.5053,7.5971,11.8477,-6.5799,-6.5797
2.5825,7.7152,11.8074,-6.7405,-6.7403
2.6608,7.8337,11.8455,-6.9022,-6.902
2.7403,7.9517,11.8047,-7.065,-7.0647
2.8209,8.0698,11.8277,-7.2286,-7.2284
2.9029,8.1885,11.8525,-7.3936,-7.3933
2.9859,8.306,11.7583,-7.5596,-7.5594
3.0701,8.4245,11.8569,-7.7266,-7.7264
3.1556,8.5426,11.8032,-7.895,-7.8947
3.2422,8.6605,11.785,-8.0645,-8.0643
3.3301,8.7787,11.8182,-8.2352,-8.235
3.419,8.8964,11.7743,-8.4072,-8.407
3.509,9.0142,11.7924,-8.5804,-8.5801
