0,0,0,0,0,Infinity,0,0,10
0.0002,0.0236,2.25,0,0,Infinity,0,0,10
0.0007,0.0472,2.25,0,0,Infinity,0,0,10
0.0015,0.0773,3.1384,0,0,Infinity,0,0,10
0.0026,0.1067,2.934,0,0,Infinity,0,0,10
0.0039,0.1363,3.0561,0,0,Infinity,0,0,10
0.0055,0.1658,2.9588,0,0,Infinity,0,0,10
0.0075,0.1959,2.9764,0,0,Infinity,0,0,10
0.0097,0.2258,3.0368,0,0,Infinity,0,0,10
0.0123,0.2556,2.9783,0,0,Infinity,0,0,10
0.0151,0.2854,3.0262,0,0,Infinity,0,0,10
0.0182,0.3151,2.981,0,0,Infinity,0,0,10
0.0217,0.3452,2.9857,0,0,Infinity,0,0,10
0.0254,0.3752,3.0206,0,0,Infinity,0,0,10
0.0295,0.4051,2.9864,0,0,Infinity,0,0,10
0.0339,0.4352,2.9889,0,0,Infinity,0,0,10
0.0385,0.4653,3.0166,0,0,Infinity,0,0,10
0.0435,0.4954,2.9892,0,0,Infinity,0,0,10
0.0487,0.5254,3.0138,0,0,Infinity,0,0,10
0.0542,0.5552,3.0115,0,0,Infinity,0,0,10
0.0601,0.5852,2.9682,0,0,Infinity,0,0,10
0.0663,0.6154,3.0118,0,0,Infinity,0,0,10
0.0727,0.6453,3.0101,0,0,Infinity,0,0,10
0.0795,0.6753,2.9904,0,0,Infinity,0,0,10
0.0865,0.7052,3.0088,0,0,Infinity,0,0,10
0.0939,0.7352,2.9908,0,0,Infinity,0,0,10
0.1015,0.7652,3.0078,0,0,Infinity,0,0,10
0.1095,0.7952,2.9912,0,0,Infinity,0,0,10
0.1177,0.8252,3.0069,0,0,Infinity,0,0,10
0.1262,0.8551,3.006,0,0,Infinity,0,0,10
0.1351,0.885,2.9912,0,0,Infinity,0,0,10
0.1443,0.9151,2.9918,0,0,Infinity,0,0,10
0.1538,0.9452,3.0055,0,0,Infinity,0,0,10
0.1635,0.9752,3.0049,0,0,Infinity,0,0,10
0.1735,1.0051,3.0043,0,0,Infinity,0,0,10
0.1839,1.0351,2.9916,0,0,Infinity,0,0,10
0.1945,1.0651,3.0039,0,0,Infinity,0,0,10
0.2055,1.0951,2.9919,0,0,Infinity,0,0,10
0.2167,1.1251,3.0148,0,0,Infinity,0,0,10
0.2282,1.155,2.9915,0,0,Infinity,0,0,10
0.2402,1.1851,2.992,0,0,Infinity,0,0,10
0.2523,1.2152,3.0133,0,0,Infinity,0,0,10
0.2648,1.2451,2.9917,0,0,Infinity,0,0,10
0.2775,1.2752,3.0021,0,0,Infinity,0,0,10
0.2906,1.3052,3.0018,0,0,Infinity,0,0,10
0.3039,1.3352,3.0015,0,0,Infinity,0,0,10
0.3175,1.3651,3.0012,0,0,Infinity,0,0,10
0.3314,1.395,3.001,0,0,Infinity,0,0,10
0.3457,1.425,2.9917,0,0,Infinity,0,0,10
0.3603,1.4551,3.0009,0,0,Infinity,0,0,10
0.3751,1.4851,3.0094,0,0,Infinity,0,0,10
0.3903,1.5151,2.9915,0,0,Infinity,0,0,10
0.4058,1.5451,3.0002,0,0,Infinity,0,0,10
0.4214,1.5751,3.0084,0,0,Infinity,0,0,10
0.4375,1.605,2.9915,0,0,Infinity,0,0,10
0.4539,1.6351,2.9998,0,0,Infinity,0,0,10
0.4705,1.6651,3.0076,0,0,Infinity,0,0,10
0.4875,1.6951,2.9914,0,0,Infinity,0,0,10
0.5047,1.7251,3.007,0,0,Infinity,0,0,10
0.5223,1.7551,2.9914,0,0,Infinity,0,0,10
0.5401,1.7851,3.0066,0,0,Infinity,0,0,10
0.5583,1.8151,2.9988,0,0,Infinity,0,0,10
0.5768,1.8451,2.9987,0,0,Infinity,0,0,10
0.5955,1.8751,3.0058,0,0,Infinity,0,0,10
0.6146,1.9051,2.9913,0,0,Infinity,0,0,10
0.6339,1.9351,3.0054,0,0,Infinity,0,0,10
0.6536,1.9651,2.9982,0,0,Infinity,0,0,10
0.6734,1.9951,3.0049,0,0,Infinity,0,0,10
0.6938,2.0251,2.9912,0,0,Infinity,0,0,10
0.7143,2.0551,3.0046,0,0,Infinity,0,0,10
0.7351,2.0851,3.0044,0,0,Infinity,0,0,10
0.7563,2.1151,2.9911,0,0,Infinity,0,0,10
0.7778,2.1451,3.0041,0,0,Infinity,0,0,10
0.7995,2.1751,3.0038,0,0,Infinity,0,0,10
0.8215,2.2051,2.9973,0,0,Infinity,0,0,10
0.8439,2.2351,2.9973,0,0,Infinity,0,0,10
0.8665,2.2651,3.0034,0,0,Infinity,0,0,10
0.8895,2.2951,2.9971,0,0,Infinity,0,0,10
0.9127,2.3251,3.0031,0,0,Infinity,0,0,10
0.9363,2.3551,2.9969,0,0,Infinity,0,0,10
0.9601,2.3851,3.0028,0,0,Infinity,0,0,10
0.9842,2.415,3.0026,0,0,Infinity,0,0,10
1.0088,2.4451,2.9909,0,0,Infinity,0,0,10
1.0335,2.4751,3.0082,0,0,Infinity,0,0,10
1.0585,2.5051,2.9965,0,0,Infinity,0,0,10
1.0839,2.5351,3.0021,0,0,Infinity,0,0,10
1.1096,2.5651,2.9964,0,0,Infinity,0,0,10
1.1355,2.5951,3.0019,0,0,Infinity,0,0,10
1.1617,2.6251,3.0018,0,0,Infinity,0,0,10
1.1883,2.6551,2.9962,0,0,Infinity,0,0,10
1.2151,2.6851,3.007,0,0,Infinity,0,0,10
1.2423,2.715,2.9907,0,0,Infinity,0,0,10
1.2697,2.7451,3.0068,0,0,Infinity,0,0,10
1.2975,2.7751,2.996,0,0,Infinity,0,0,10
1.3256,2.8051,3.0012,0,0,Infinity,0,0,10
1.3539,2.8351,3.0011,0,0,Infinity,0,0,10
1.3825,2.8651,3.001,0,0,Infinity,0,0,10
1.4114,2.895,3.0009,0,0,Infinity,0,0,10
1.4407,2.925,2.9957,0,0,Infinity,0,0,10
1.4703,2.9551,3.0008,0,0,Infinity,0,0,10
1.5002,2.9851,3.0007,0,0,Infinity,0,0,10
1.5303,3.0151,3.0006,0,0,Infinity,0,0,10
1.5608,3.0451,3.0005,0,0,Infinity,0,0,10
1.5915,3.0751,3.0004,0,0,Infinity,0,0,10
1.6225,3.105,3.0003,0,0,Infinity,0,0,10
1.6539,3.1351,2.9954,0,0,Infinity,0,0,10
1.6855,3.1651,3.0051,0,0,Infinity,0,0,10
1.7175,3.195,3.0001,0,0,Infinity,0,0,10
1.7498,3.225,2.9953,0,0,Infinity,0,0,10
1.7823,3.2551,3.0048,0,0,Infinity,0,0,10
1.8152,3.2851,2.9952,0,0,Infinity,0,0,10
1.8483,3.3151,3.0046,0,0,Infinity,0,0,10
1.8817,3.345,2.9998,0,0,Infinity,0,0,10
1.9155,3.375,2.9952,0,0,Infinity,0,0,10
1.9495,3.4051,3.0044,0,0,Infinity,0,0,10
1.9839,3.435,2.9997,0,0,Infinity,0,0,10
2.0185,3.465,2.9996,0,0,Infinity,0,0,10
2.0535,3.495,2.9996,0,0,Infinity,0,0,10
2.0887,3.525,2.9995,0,0,Infinity,0,0,10
2.1243,3.555,2.9995,0,0,Infinity,0,0,10
2.1602,3.5851,2.9994,0,0,Infinity,0,0,10
2.1963,3.615,3.0038,0,0,Infinity,0,0,10
2.2328,3.6451,2.995,0,0,Infinity,0,0,10
2.2695,3.6751,3.0037,0,0,Infinity,0,0,10
2.3065,3.7051,2.9993,0,0,Infinity,0,0,10
2.3439,3.7351,2.9992,0,0,Infinity,0,0,10
2.3815,3.765,3.0035,0,0,Infinity,0,0,10
2.4195,3.795,2.9949,0,0,Infinity,0,0,10
2.4577,3.825,3.0034,0,0,Infinity,0,0,10
2.4963,3.855,2.9991,0,0,Infinity,0,0,10
2.5351,3.885,2.9991,0,0,Infinity,0,0,10
2.5743,3.915,2.999,0,0,Infinity,0,0,10
2.6137,3.945,3.0032,0,0,Infinity,0,0,10
2.6535,3.975,2.9989,0,0,Infinity,0,0,10
2.6935,4.005,2.9989,0,0,Infinity,0,0,10
2.7339,4.035,2.9989,0,0,Infinity,0,0,10
2.7745,4.065,3.003,0,0,Infinity,0,0,10
2.8155,4.095,2.9988,0,0,Infinity,0,0,10
2.8567,4.125,2.9988,0,0,Infinity,0,0,10
2.8982,4.155,3.0028,0,0,Infinity,0,0,10
2.9402,4.185,2.9948,0,0,Infinity,0,0,10
2.9822,4.215,3.0068,0,0,Infinity,0,0,10
3.0248,4.245,2.9947,0,0,Infinity,0,0,10
3.0675,4.275,3.0027,0,0,Infinity,0,0,10
3.1105,4.305,2.9987,0,0,Infinity,0,0,10
3.1539,4.3351,2.9987,0,0,Infinity,0,0,10
3.1976,4.3651,3.0026,0,0,Infinity,0,0,10
3.2415,4.3951,2.9986,0,0,Infinity,0,0,10
3.2857,4.4251,3.0025,0,0,Infinity,0,0,10
3.3303,4.455,2.9986,0,0,Infinity,0,0,10
3.3751,4.485,2.9986,0,0,Infinity,0,0,10
3.4202,4.515,3.0024,0,0,Infinity,0,0,10
3.4658,4.545,2.9948,0,0,Infinity,0,0,10
3.5115,4.5751,3.0062,0,0,Infinity,0,0,10
3.5575,4.605,2.9985,0,0,Infinity,0,0,10
3.6038,4.635,2.9985,0,0,Infinity,0,0,10
3.6506,4.665,2.9985,0,0,Infinity,0,0,10
3.6975,4.695,3.0023,0,0,Infinity,0,0,10
3.7448,4.725,2.9985,0,0,Infinity,0,0,10
3.7923,4.755,3.0022,0,0,Infinity,0,0,10
