0,0,0,179.9998,0,49.1825,0,0,10
-0.0008,-0.0485,-2.956,179.999,-0.0007,49.1799,0.001,0.061,10
-0.0012,-0.0577,-1.3494,179.9983,-0.0014,49.1766,0.0012,0.0305,10
-0.002,-0.0829,-2.6139,179.9976,-0.0022,49.1706,0.0017,0.0521,10
-0.0028,-0.1074,-3.3314,179.9966,-0.0031,49.1654,0.0022,0.0703,10
-0.0044,-0.1362,-2.4559,179.9952,-0.0046,49.1542,0.0028,0.0498,10
-0.006,-0.1667,-3.2087,179.9933,-0.0065,49.1431,0.0035,0.0681,10
-0.0079,-0.196,-2.8896,179.9911,-0.0086,49.1293,0.0041,0.0593,10
-0.0099,-0.2235,-3.1072,179.9887,-0.0111,49.1155,0.0046,0.0656,10
-0.0127,-0.2534,-2.724,179.9858,-0.0139,49.0958,0.0052,0.0554,10
-0.0155,-0.2832,-3.0451,179.9825,-0.0173,49.0761,0.0059,0.065,10
-0.0183,-0.3107,-3.084,179.9791,-0.0207,49.0572,0.0065,0.0644,10
-0.0218,-0.34,-2.7913,179.9752,-0.0245,49.0323,0.0071,0.0569,10
-0.0254,-0.3689,-2.9913,179.9709,-0.0288,49.0067,0.0077,0.0643,10
-0.0293,-0.3982,-2.9374,179.9663,-0.0334,48.9793,0.0083,0.0608,10
-0.0337,-0.4277,-2.9058,179.9613,-0.0385,48.9493,0.0089,0.0611,10
-0.0385,-0.458,-2.913,179.9557,-0.044,48.9152,0.0095,0.0614,10
-0.0432,-0.4871,-2.9964,179.95,-0.0498,48.8826,0.0102,0.064,10
-0.0483,-0.5165,-2.9483,179.9439,-0.0558,48.8468,0.0108,0.0615,10
-0.0539,-0.546,-2.913,179.9374,-0.0623,48.8084,0.0114,0.0617,10
-0.0594,-0.5747,-2.9779,179.9307,-0.0691,48.7693,0.012,0.0641,10
-0.0653,-0.6037,-2.9518,179.9237,-0.0761,48.7284,0.0126,0.062,10
-0.0716,-0.6327,-2.9141,179.9162,-0.0836,48.6842,0.0133,0.0622,10
-0.0784,-0.6623,-2.9177,179.9082,-0.0915,48.6375,0.0139,0.0625,10
-0.0855,-0.6923,-2.9207,179.8998,-0.1,48.5875,0.0145,0.0628,10
-0.0925,-0.7214,-2.963,179.8911,-0.1087,48.5383,0.0152,0.0646,10
-0.1,-0.7509,-2.9585,179.8821,-0.1176,48.4859,0.0158,0.0631,10
-0.1079,-0.7804,-2.9203,179.8727,-0.1271,48.431,0.0164,0.0633,10
-0.1158,-0.8091,-2.9535,179.863,-0.1368,48.3762,0.0171,0.0651,10
-0.1244,-0.8393,-2.9292,179.8528,-0.147,48.3163,0.0177,0.0624,10
-0.1331,-0.8683,-2.9133,179.8421,-0.1576,48.2559,0.0184,0.0655,10
-0.1421,-0.8981,-2.9619,179.8312,-0.1686,48.1936,0.019,0.0643,10
-0.1512,-0.9268,-2.9452,179.82,-0.1797,48.1315,0.0196,0.0659,10
-0.161,-0.957,-2.9398,179.8084,-0.1914,48.0629,0.0203,0.0636,10
-0.1708,-0.9858,-2.905,179.7962,-0.2036,47.9959,0.021,0.0663,10
-0.181,-1.0156,-2.9632,179.7838,-0.216,47.9244,0.0216,0.0654,10
-0.1911,-1.0442,-2.9385,179.7711,-0.2287,47.855,0.0223,0.0668,10
-0.2021,-1.0743,-2.9479,179.7579,-0.2418,47.7787,0.0229,0.0649,10
-0.213,-1.103,-2.898,179.7443,-0.2555,47.7032,0.0236,0.0674,10
-0.2244,-1.1327,-2.964,179.7303,-0.2694,47.6246,0.0243,0.0666,10
-0.2361,-1.1622,-2.9242,179.7159,-0.2838,47.5443,0.0249,0.0669,10
-0.2478,-1.191,-2.9323,179.7012,-0.2985,47.4636,0.0256,0.0683,10
-0.2599,-1.2203,-2.9643,179.6863,-0.3135,47.3811,0.0263,0.0676,10
-0.2727,-1.2503,-2.917,179.6706,-0.3292,47.2925,0.027,0.0671,10
-0.2852,-1.2784,-2.8931,179.6546,-0.3451,47.2073,0.0277,0.0703,10
-0.2984,-1.3088,-3.0006,179.6384,-0.3614,47.1172,0.0283,0.0677,10
-0.3116,-1.3372,-2.8862,179.6217,-0.3781,47.026,0.029,0.0701,10
-0.3255,-1.3675,-2.9611,179.6044,-0.3953,46.9308,0.0297,0.0686,10
-0.3395,-1.3963,-2.8861,179.5867,-0.4131,46.8351,0.0304,0.0709,10
-0.3538,-1.4261,-2.9642,179.5687,-0.4311,46.7371,0.0311,0.0704,10
-0.3681,-1.4548,-2.9219,179.5504,-0.4494,46.6394,0.0319,0.0716,10
-0.3832,-1.4849,-2.9648,179.5316,-0.4682,46.5371,0.0326,0.0704,10
-0.3982,-1.5136,-2.8806,179.5123,-0.4875,46.4343,0.0333,0.0725,10
-0.4137,-1.5432,-2.9638,179.4927,-0.5071,46.3301,0.034,0.0721,10
-0.4295,-1.5725,-2.9228,179.4725,-0.5272,46.223,0.0347,0.0726,10
-0.4452,-1.6013,-2.9168,179.4522,-0.5476,46.1162,0.0355,0.0739,10
-0.4618,-1.6313,-2.968,179.4312,-0.5685,46.0043,0.0362,0.0728,10
-0.4783,-1.6599,-2.8751,179.4098,-0.59,45.8933,0.0369,0.0748,10
-0.4951,-1.6895,-2.9629,179.3881,-0.6117,45.7789,0.0377,0.0746,10
-0.5124,-1.7188,-2.9214,179.3658,-0.6339,45.6631,0.0384,0.0751,10
-0.5299,-1.7482,-2.9213,179.343,-0.6567,45.5439,0.0392,0.0757,10
-0.5475,-1.777,-2.9112,179.32,-0.6798,45.4258,0.04,0.0769,10
-0.5654,-1.8064,-2.962,179.2966,-0.7031,45.3063,0.0407,0.0767,10
-0.5841,-1.8361,-2.9295,179.2725,-0.7273,45.1812,0.0415,0.0767,10
-0.6027,-1.8648,-2.8686,179.2478,-0.752,45.0558,0.0423,0.0787,10
-0.6214,-1.8938,-2.9488,179.2231,-0.7767,44.9321,0.0431,0.0792,10
-0.6407,-1.9237,-2.9721,179.1978,-0.802,44.8029,0.0439,0.0785,10
-0.6604,-1.9527,-2.8777,179.1717,-0.828,44.6717,0.0447,0.0798,10
-0.6801,-1.9816,-2.9046,179.1454,-0.8544,44.5411,0.0455,0.0811,10
-0.7001,-2.011,-2.9594,179.1187,-0.881,44.4085,0.0463,0.0811,10
-0.7205,-2.0402,-2.9168,179.0915,-0.9082,44.2729,0.0471,0.0819,10
-0.7412,-2.0693,-2.9164,179.0637,-0.936,44.1361,0.0479,0.0825,10
-0.7623,-2.0986,-2.916,179.0354,-0.9643,43.9975,0.0488,0.0831,10
-0.7837,-2.1279,-2.9156,179.0065,-0.9932,43.8565,0.0496,0.0839,10
-0.805,-2.1567,-2.8982,178.9773,-1.0224,43.716,0.0504,0.0852,10
-0.8271,-2.1867,-2.9723,178.9476,-1.0522,43.5703,0.0513,0.0849,10
-0.8492,-2.2151,-2.8545,178.9173,-1.0825,43.4258,0.0522,0.0868,10
-0.8715,-2.2446,-2.9555,178.8866,-1.1132,43.2796,0.053,0.0869,10
-0.8943,-2.2737,-2.9123,178.8554,-1.1444,43.1306,0.0539,0.0878,10
-0.9173,-2.3028,-2.9118,178.8236,-1.1762,42.9811,0.0548,0.0885,10
-0.9407,-2.332,-2.9112,178.7912,-1.2085,42.8289,0.0557,0.0894,10
-0.9644,-2.3613,-2.9105,178.7583,-1.2415,42.675,0.0566,0.0902,10
-0.9881,-2.3899,-2.8894,178.725,-1.2748,42.5218,0.0575,0.0916,10
-1.0125,-2.4198,-2.9714,178.6911,-1.3086,42.3643,0.0584,0.0914,10
-1.0368,-2.4481,-2.8445,178.6567,-1.3431,42.2075,0.0594,0.0934,10
-1.0615,-2.4774,-2.9507,178.6219,-1.3779,42.0487,0.0603,0.0938,10
-1.0868,-2.507,-2.9273,178.5862,-1.4136,41.8861,0.0612,0.0942,10
-1.1121,-2.5354,-2.8414,178.5499,-1.4498,41.7244,0.0622,0.0962,10
-1.1377,-2.5648,-2.9484,178.5133,-1.4864,41.5601,0.0632,0.0968,10
-1.1636,-2.5938,-2.9041,178.4761,-1.5236,41.395,0.0641,0.0976,10
-1.1899,-2.6229,-2.9033,178.4383,-1.5614,41.228,0.0651,0.0987,10
-1.2164,-2.6519,-2.9024,178.3999,-1.5999,41.0597,0.0661,0.0997,10
-1.2433,-2.681,-2.9015,178.3608,-1.6389,40.8895,0.0671,0.1008,10
-1.2704,-2.7101,-2.9006,178.3212,-1.6786,40.7176,0.0682,0.1019,10
-1.2975,-2.7385,-2.8744,178.2811,-1.7186,40.547,0.0692,0.1034,10
-1.3253,-2.7683,-2.9671,178.2405,-1.7593,40.3726,0.0702,0.1036,10
-1.3534,-2.7969,-2.8539,178.1989,-1.8009,40.1965,0.0713,0.1053,10
-1.3814,-2.8254,-2.8705,178.1569,-1.8428,40.0213,0.0723,0.1069,10
-1.4101,-2.8552,-2.9653,178.1144,-1.8854,39.8423,0.0734,0.1072,10
